"","species","genus","raw_growth_form","domain","cat_growthrate","cat_corallitesize","cat_colonydiameter","cat_skeletaldensity","cat_colonyheight","cat_SA_vol","cat_spacesize","dat_corallite","Tropical.Australia","reproductive_mode","raw_colonydiam","raw_growth","dat_growth","dat_colonydiameter","link","Growth.form.typical","sa_vol2","log_growth","log_corallite","log_diameter","PC1","PC2","PC3","PC4","PCo1","PCo2","PCo3","PCo4","dim1","dim2","dim3","dim4","mclust","kclust","clust","gen"
"Plesiastrea versipora","Plesiastrea versipora","Plesiastrea","massive","pacific",1,2,4,3,4,1,1,4.6,1,"spawner",233.3,4.1,4.1,233.3,"Pleisiastrea","massive",0.5,1.41098697371026,1.52605630349505,5.45232517902738,1.21565607805697,1.16061086746676,-1.62373215356221,0.0370009410331857,0.155445837745099,-0.108499993195654,0.0140781216756101,0.0555392579872258,-0.155445837745099,-0.108499993195654,0.0140781216756101,0.0555392579872258,8,2,2,"other"
"Pleuractis granulosa","Pleuractis granulosa","Pleuractis","solitary_free","pacific",2,5,1,3,1,1,1,120,1,"spawner",13.5,5.7,5.7,13.5,NA,"massive",0.5,1.7404661748405,4.78749174278205,2.60268968544438,3.65306329847437,-0.0414381653489189,1.33940921399786,0.675156848905369,0.330966344085832,0.0354878100372534,-0.0488205572147638,-0.0874161201631406,-0.330966344085832,0.0354878100372534,-0.0488205572147638,-0.0874161201631406,5,1,1,"other"
"Pleuractis moluccensis","Pleuractis moluccensis","Pleuractis","solitary_free","pacific",2,5,1,3,1,1,1,160,1,"spawner",NA,NA,6.5,24.2,NA,"massive",0.5,1.87180217690159,5.07517381523383,3.18635263316264,3.45695065768188,0.0635530075032718,0.73022644853976,0.828065224257671,0.318450403806347,0.0361210066257007,-0.0472087995166381,-0.080365223382857,-0.318450403806347,0.0361210066257007,-0.0472087995166381,-0.080365223382857,5,1,1,"other"
"Pleuractis paumotensis","Pleuractis paumotensis","Pleuractis","solitary_free","pacific",2,5,1,3,1,1,1,235,1,"spawner",25,NA,6.5,25,NA,"massive",0.5,1.87180217690159,5.45958551414416,3.2188758248682,3.55606045925021,0.140899267731409,0.677294932680867,0.870716567654504,0.324035580080144,0.0363107154971922,-0.0487460141423616,-0.0808214929068453,-0.324035580080144,0.0363107154971922,-0.0487460141423616,-0.0808214929068453,5,1,1,"other"
"Pocillopora ankeli","Pocillopora ankeli","Pocillopora","branching_closed","pacific",3,1,2,4,4,3,4,1,1,"spawner",NA,NA,24.4,62.9,"Pocillopora","branching_closed",2.025,3.19458313229916,0,4.1415461637064,-0.783115119957164,-0.592328825178834,0.19700468873381,-1.63717659355932,-0.100279984596268,-0.0051748949221015,0.134444545255522,0.0240432664028443,0.100279984596268,-0.0051748949221015,0.134444545255522,0.0240432664028443,4,4,4,"Pocillopora"
"Pocillopora capitata","Pocillopora capitata","Pocillopora","branching_open","pacific",3,1,2,4,5,4,5,0.4,1,"spawner",NA,NA,24.4,62.9,"Pocillopora","branching_open",2.025,3.19458313229916,-0.916290731874155,4.1415461637064,-1.81391534029422,-0.615595427038888,0.380272988507091,-2.07521039703506,-0.222159295619989,0.0102146903383406,0.220150275080718,-0.0433612221561451,0.222159295619989,0.0102146903383406,0.220150275080718,-0.0433612221561451,4,8,8,"Pocillopora"
"Pocillopora damicornis","Pocillopora damicornis","Pocillopora","branching_closed","pacific",4,1,4,4,4,3,4,1,1,"brooder",200,35.4,34.8,200,"Pocillopora","branching_closed",2.025,3.54961738678043,0,5.29831736654804,-1.38433383452312,-0.499698832578052,-0.969105506940167,-1.40367646727487,-0.128693683207404,-0.00717213777627336,0.135885298735617,0.0661059132213594,0.128693683207404,-0.00717213777627336,0.135885298735617,0.0661059132213594,4,4,4,"Pocillopora"
"Pocillopora danae","Pocillopora danae","Pocillopora","branching_open","pacific",2,1,2,4,5,4,5,1.2,1,"spawner",100,8.2,8.2,100,"Pocillopora","branching_open",2.025,2.10413415427021,0.182321556793955,4.60517018598809,-1.11365066134602,-0.295622840250195,-0.31579555033597,-1.63702452642588,-0.173410586016442,-0.00312020323028178,0.193070195898042,-0.0362110987264573,0.173410586016442,-0.00312020323028178,0.193070195898042,-0.0362110987264573,4,4,4,"Pocillopora"
"Pocillopora elegans","Pocillopora elegans","Pocillopora","branching_closed","pacific",4,1,2,4,4,3,4,1,1,"spawner",NA,36.9,36.9,78.6,"Pocillopora","branching_closed",2.025,3.60821155104648,0,4.36437169943516,-1.0737144972115,-0.594336883619027,0.0214409195015874,-1.66142553368755,-0.1151719760787,-0.00623339692770717,0.133591414660305,0.0365446533689521,0.1151719760787,-0.00623339692770717,0.133591414660305,0.0365446533689521,4,4,4,"Pocillopora"
"Pocillopora eydouxi","Pocillopora eydouxi","Pocillopora","branching_open","pacific",4,1,2,4,5,4,5,1,1,"spawner",100,41.4,42.6,100,"Pocillopora","branching_open",2.025,3.75185425327532,0,4.60517018598809,-2.00048819484142,-0.425542978652534,-0.0727618224212582,-1.98359154078193,-0.235776689368539,0.007401944098653,0.20719670831679,-0.0127212620590306,0.235776689368539,0.007401944098653,0.20719670831679,-0.0127212620590306,4,8,8,"Pocillopora"
"Pocillopora kelleheri","Pocillopora kelleheri","Pocillopora","branching_open","pacific",3,1,2,4,5,4,5,1.2,1,"spawner",NA,NA,24.4,62.9,"Pocillopora","branching_open",2.025,3.19458313229916,0.182321556793955,4.1415461637064,-1.49680308042359,-0.403630399548236,0.326752271237776,-1.97779929563676,-0.206666383871527,0.00772223444816366,0.208550781665981,-0.0422359363660831,0.206666383871527,0.00772223444816366,0.208550781665981,-0.0422359363660831,4,4,4,"Pocillopora"
"Pocillopora meandrina","Pocillopora meandrina","Pocillopora","branching_closed","pacific",3,1,2,2,4,3,4,0.7,1,"spawner",100,20.5,20.5,100,"Pocillopora","branching_closed",2.025,3.02042488614436,-0.356674943938732,4.60517018598809,-1.52303824538179,0.4013397138206,0.377981390963562,0.0698120520225479,-0.139845334472194,-0.0586655332964837,-0.0196068055868324,0.0126558081053863,0.139845334472194,-0.0586655332964837,-0.0196068055868324,0.0126558081053863,4,4,4,"Pocillopora"
"Pocillopora verrucosa","Pocillopora verrucosa","Pocillopora","branching_closed","pacific",4,1,1,3,4,3,4,0.7,1,"spawner",50,29,26.3,50,"Pocillopora","branching_closed",2.025,3.26956893918372,-0.356674943938732,3.91202300542815,-1.11851581462938,-0.184304974741577,0.804392358165398,-0.953507198461901,-0.103894531160492,-0.0386750485236735,0.0591605598744537,-0.00588513151796136,0.103894531160492,-0.0386750485236735,0.0591605598744537,-0.00588513151796136,4,4,4,"Pocillopora"
"Pocillopora woodjonesi","Pocillopora woodjonesi","Pocillopora","branching_open","pacific",3,1,2,3,5,4,5,1.1,1,"spawner",NA,NA,24.4,62.9,"Pocillopora","branching_open",2.025,3.19458313229916,0.0953101798043249,4.1415461637064,-1.80002907362453,0.0831636131768671,0.66896002589678,-1.19472734497003,-0.203125448771691,-0.0358853954859349,0.113098443750954,-0.0527500267664987,0.203125448771691,-0.0358853954859349,0.113098443750954,-0.0527500267664987,4,4,4,"Pocillopora"
"Pocillopora zelli","Pocillopora zelli","Pocillopora","branching_open","pacific",3,1,2,3,5,4,5,1.2,1,"spawner",NA,NA,24.4,62.9,"Pocillopora","branching_open",2.025,3.19458313229916,0.182321556793955,4.1415461637064,-1.77491341209749,0.0999514910350021,0.664721122550158,-1.18701227191453,-0.201578766682887,-0.0364708025299833,0.112804307406882,-0.0525870456902878,0.201578766682887,-0.0364708025299833,0.112804307406882,-0.0525870456902878,4,4,4,"Pocillopora"
"Podabacia crustacea","Podabacia crustacea","Podabacia","encrusting","pacific",1,2,3,4,1,2,1,3,1,"spawner",150,NA,3.2,150,"Podabacia","encrusting",1,1.16315080980568,1.09861228866811,5.01063529409626,2.01789851567394,-1.33728677093016,-1.39150126166636,0.447737193045385,0.206082716077552,0.120134794497682,0.0318809400211483,0.0109406452019949,-0.206082716077552,0.120134794497682,0.0318809400211483,0.0109406452019949,5,3,3,"other"
"Podabacia motuporensis","Podabacia motuporensis","Podabacia","encrusting","pacific",1,2,1,4,1,2,1,2.8,1,"spawner",NA,NA,3.2,16.5,"Podabacia","encrusting",1,1.16315080980568,1.02961941718116,2.80336038090653,2.80220777228661,-1.56630192289296,0.933225248532655,-0.139772819049461,0.247377663343966,0.130381107611175,0.039782715947562,-0.038631216463051,-0.247377663343966,0.130381107611175,0.039782715947562,-0.038631216463051,5,3,3,"other"
"Polyphyllia novaehiberniae","Polyphyllia novaehiberniae","Polyphyllia","massive","pacific",2,2,1,3,4,1,1,4.7,1,"spawner",NA,NA,6.5,38,NA,"massive",0.5,1.87180217690159,1.54756250871601,3.63758615972639,1.64976430156447,0.960920003184578,0.349244906778117,-0.531494162523421,0.166199037621756,-0.0979646937900027,0.0234947272541804,0.00850573746663113,-0.166199037621756,-0.0979646937900027,0.0234947272541804,0.00850573746663113,8,2,2,"other"
"Polyphyllia talpina","Polyphyllia talpina","Polyphyllia","massive","pacific",2,3,2,3,4,1,1,6.9,1,"spawner",NA,NA,6.5,53,NA,"massive",0.5,1.87180217690159,1.93152141160321,3.97029191355212,1.63937143948414,1.06751394362436,-0.0193630669842406,-0.409815372680015,0.165376251950108,-0.098931809449259,0.0233616625037075,0.0164365007107634,-0.165376251950108,-0.098931809449259,0.0233616625037075,0.0164365007107634,8,2,2,"other"
"Porites annae","Porites annae","Porites","digitate","pacific",3,1,2,2,3,4,3,1.1,1,"spawner",NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,0.0953101798043249,4.52287494326126,-1.04591954879858,-0.362344163078433,0.36580089932818,0.756462110678787,-0.113193884029957,0.0582299862834735,-0.0588378195232549,0.0277380487813855,0.113193884029957,0.0582299862834735,-0.0588378195232549,0.0277380487813855,2,7,7,"Porites"
"Porites aranetai","Porites aranetai","Porites","digitate","pacific",3,1,2,2,3,4,3,1,1,NA,NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,0,4.52287494326126,-1.07343064331134,-0.380733202679341,0.370444092599192,0.74801120430811,-0.114389205682899,0.058942738886891,-0.0589919678202375,0.0279979368321986,0.114389205682899,0.058942738886891,-0.0589919678202375,0.0279979368321986,2,7,7,"Porites"
"Porites arnaudi","Porites arnaudi","Porites","laminar","pacific",3,1,2,3,2,4,2,1.1,1,NA,NA,NA,14.5,83,"Porites...Branching","laminar",2.176,2.67414864942653,0.0953101798043249,4.4188406077966,-0.128930280003626,-1.3675215714806,0.0128780960353,0.474350585300184,-0.0139998872971114,0.143139037111222,-0.0141352402676844,0.00142079597180256,0.0139998872971114,0.143139037111222,-0.0141352402676844,0.00142079597180256,9,6,6,"Porites"
"Porites attenuata","Porites attenuata","Porites","branching_closed","pacific",5,2,3,1,4,3,4,2.1,1,NA,NA,NA,64.6,185.1,"Porites...Branching","branching_closed",2.025,4.16821441078856,0.741937344729377,5.22089621957945,-2.28948201957437,1.11106042514035,0.177985880675057,0.890036509599418,-0.183805618229258,-0.0890680694799917,-0.0408597258697381,0.0703695388637832,0.183805618229258,-0.0890680694799917,-0.0408597258697381,0.0703695388637832,4,4,4,"Porites"
"Porites australiensis","Porites australiensis","Porites","massive","pacific",3,1,2,2,4,1,1,1.4,1,NA,NA,12.5,12.5,76.7,"Porites...Massive","massive",0.5,2.52572864430826,0.336472236621213,4.33990170837321,0.435114342953019,1.26186807782069,0.10052407519003,0.205771977961339,0.077351964390457,-0.106639584398111,-0.0577937920777787,0.00628825995867843,-0.077351964390457,-0.106639584398111,-0.0577937920777787,0.00628825995867843,8,2,2,"Porites"
"Porites cocosensis","Porites cocosensis","Porites","digitate","pacific",3,1,2,2,3,4,3,1.5,1,NA,NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,0.405465108108164,4.52287494326126,-0.956393943415375,-0.302503217749133,0.350691188287574,0.783962743506056,-0.10863453453142,0.0556818430527589,-0.0588846260028796,0.0272570632489425,0.10863453453142,0.0556818430527589,-0.0588846260028796,0.0272570632489425,2,7,7,"Porites"
"Porites cumulatus","Porites cumulatus","Porites","branching_closed","pacific",4,1,3,1,4,3,4,1.1,1,NA,NA,NA,33.8,130.8,"Porites...Branching","branching_closed",2.025,3.52046080248897,0.0953101798043249,4.8736694390231,-2.02167117883502,0.989614074103933,0.482611812279086,0.871130424221214,-0.17449735783734,-0.0733929850891393,-0.0363002112792568,0.0485892762608662,0.17449735783734,-0.0733929850891393,-0.0363002112792568,0.0485892762608662,4,4,4,"Porites"
"Porites cylindrica","Porites cylindrica","Porites","encrusting_long_uprights","pacific",3,1,5,2,2,3,2,1.1,1,"spawner",1000,18.4,18.4,1000,"Porites...Branching","encrusting",1,2.91235066461494,0.0953101798043249,6.90775527898214,-1.17104466608689,-0.285361571519569,-2.2746628679761,1.73251088961297,-0.0408126132249741,0.10885100894406,-0.106236182023578,0.0476177456400142,0.0408126132249741,0.10885100894406,-0.106236182023578,0.0476177456400142,9,6,6,"Porites"
"Porites deformis","Porites deformis","Porites","digitate","pacific",3,1,2,1,3,4,3,1.6,1,NA,NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,0.470003629245736,4.52287494326126,-1.21587535886674,0.213530662993177,0.685515938647862,1.58047223045892,-0.123304716372787,0.059219678432297,-0.0837997120496589,0.0576743578248072,0.123304716372787,0.059219678432297,-0.0837997120496589,0.0576743578248072,2,7,7,"Porites"
"Porites densa","Porites densa","Porites","massive","pacific",2,1,1,2,4,1,1,1.3,1,NA,15,NA,7.4,15,"Porites...Massive","massive",0.5,2.00148000021012,0.262364264467491,2.70805020110221,1.27370833086274,1.11824278295943,1.74583455189747,-0.125503593197791,0.120215932931239,-0.124624829913785,-0.0748634492271969,-0.0251137315198998,-0.120215932931239,-0.124624829913785,-0.0748634492271969,-0.0251137315198998,8,2,2,"Porites"
"Porites eridani","Porites eridani","Porites","digitate","pacific",3,1,2,1,3,4,3,0.8,1,NA,NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,-0.22314355131421,4.52287494326126,-1.4159509188414,0.079795620432733,0.719283751605558,1.51901266825857,-0.133546947475761,0.0651119266167739,-0.0847452199556424,0.059607968491408,0.133546947475761,0.0651119266167739,-0.0847452199556424,0.059607968491408,2,7,7,"Porites"
"Porites evermanni","Porites evermanni","Porites","columnar","pacific",3,1,3,2,5,1,5,1,1,"spawner",120,11.6,11.6,120,"Porites...Branching","columnar",0.9,2.45100509811232,0,4.78749174278205,-1.1742424320489,1.72138003128668,0.101179831651021,-0.514463261117106,-0.106805159072757,-0.211803785992873,-0.00210461382916047,-0.125064402249817,0.106805159072757,-0.211803785992873,-0.00210461382916047,-0.125064402249817,6,9,9,"Porites"
"Porites heronensis","Porites heronensis","Porites","columnar","pacific",3,1,2,2,5,1,5,1.5,1,"brooder",NA,10.5,10.5,69.9,"Porites...Branching","columnar",0.9,2.35137525716348,0.405465108108164,4.24706564923976,-0.809859897550792,1.75252608845643,0.635628735993428,-0.600881281056259,-0.0875307864420202,-0.214225855928553,-0.000331432290561743,-0.148235466110882,0.0875307864420202,-0.214225855928553,-0.000331432290561743,-0.148235466110882,6,9,9,"Porites"
"Porites horizontalata","Porites horizontalata","Porites","digitate","pacific",3,1,2,2,3,4,3,1.7,1,NA,NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,0.53062825106217,4.52287494326126,-0.920265850252705,-0.27835438079299,0.344593658471389,0.795060634668737,-0.10659862475428,0.0547796162365077,-0.059360596877797,0.0272561074351373,0.10659862475428,0.0547796162365077,-0.059360596877797,0.0272561074351373,2,7,7,"Porites"
"Porites latistella","Porites latistella","Porites","digitate","pacific",3,1,2,1,3,4,3,1.4,1,NA,NA,NA,17.6,92.1,"Porites...Branching","digitate",2.2,2.86789890204411,0.336472236621213,4.52287494326126,-1.25441893071242,0.187767265295491,0.692021141607042,1.56863234830853,-0.12567395712996,0.0604101450163311,-0.0834481719076613,0.0576908466090523,0.12567395712996,0.0604101450163311,-0.0834481719076613,0.0576908466090523,2,7,7,"Porites"
"Porites lichen","Porites lichen","Porites","laminar","pacific",3,1,2,3,2,4,2,1.4,1,NA,NA,16.3,16.3,88.5,"Porites...Branching","laminar",2.176,2.79116510781272,0.336472236621213,4.48300255201388,-0.141940139326579,-1.32145026926729,-0.0497200931668082,0.489169795630048,-0.0155660443118704,0.140964298868927,-0.0137265935817226,0.00450387498238102,0.0155660443118704,0.140964298868927,-0.0137265935817226,0.00450387498238102,9,6,6,"Porites"
"Porites lobata","Porites lobata","Porites","massive","pacific",2,1,5,2,4,1,1,1.1,1,"spawner",542.5,9.3,9.2,542.5,"Porites...Massive","massive",0.5,2.21920348405499,0.0953101798043249,6.29618808541461,-0.192084346196406,1.42413974884941,-1.98869019167831,0.761135850784116,0.0793208179165936,-0.130193567511572,-0.079507458522421,0.0529487538198239,-0.0793208179165936,-0.130193567511572,-0.079507458522421,0.0529487538198239,8,2,2,"Porites"
"Porites lutea","Porites lutea","Porites","massive","pacific",3,1,4,2,4,1,1,1.3,1,"spawner",400,14.5,14,400,"Porites...Massive","massive",0.5,2.63905732961526,0.262364264467491,5.99146454710798,-0.245402420308039,1.40245075110503,-1.61669036577865,0.611495278442701,0.0659294358091919,-0.124488851932358,-0.0710933736020654,0.0502733861441401,-0.0659294358091919,-0.124488851932358,-0.0710933736020654,0.0502733861441401,8,2,2,"Porites"
"Porites mayeri","Porites mayeri","Porites","massive","pacific",3,1,4,1,4,1,1,1.6,1,NA,400,13,13,400,"Porites...Massive","massive",0.5,2.56494935746154,0.470003629245736,5.99146454710798,-0.426058539715838,1.95035552633359,-1.29936822985816,1.43555328554254,0.0795489854260989,-0.148387141171929,-0.0949404933377828,0.0860156762336299,-0.0795489854260989,-0.148387141171929,-0.0949404933377828,0.0860156762336299,8,2,2,"Porites"
"Porites monticulosa","Porites monticulosa","Porites","encrusting","pacific",1,1,2,3,1,2,1,1.2,1,NA,100,NA,3.6,100,"Porites...Massive","encrusting",1,1.28093384546206,0.182321556793955,4.60517018598809,1.56340308505507,-1.05688914019128,-0.565733113947987,1.02686238144935,0.167870319678474,0.0924229941520573,-0.0481225106437101,-0.0266000391522426,-0.167870319678474,0.0924229941520573,-0.0481225106437101,-0.0266000391522426,5,3,3,"Porites"
"Porites murrayensis","Porites murrayensis","Porites","massive","pacific",2,1,1,2,4,1,1,1,1,"brooder",20,NA,7.4,20,"Porites...Massive","massive",0.5,2.00148000021012,0,2.99573227355399,1.09316001299549,1.09573595917085,1.45606416488356,-0.0729917656388554,0.114113176105998,-0.120557971667146,-0.0734311861191223,-0.0252633770578419,-0.114113176105998,-0.120557971667146,-0.0734311861191223,-0.0252633770578419,8,2,2,"Porites"
"Porites myrmidonensis","Porites myrmidonensis","Porites","massive","pacific",2,1,4,2,4,1,1,1.4,1,NA,400,NA,7.4,400,"Porites...Massive","massive",0.5,2.00148000021012,0.336472236621213,5.99146454710798,0.0987825278475991,1.45340949193145,-1.7109045005372,0.745913323811426,0.0876964834684553,-0.128425851240331,-0.0794925228928534,0.0446860382193646,-0.0876964834684553,-0.128425851240331,-0.0794925228928534,0.0446860382193646,8,2,2,"Porites"
"Porites negrosensis","Porites negrosensis","Porites","branching_closed","pacific",4,1,3,1,4,3,4,1.7,1,NA,NA,NA,33.8,130.8,"Porites...Branching","branching_closed",2.025,3.52046080248897,0.53062825106217,4.8736694390231,-1.89601748028914,1.07360385638938,0.461404571422295,0.909728948211164,-0.166868972569341,-0.0765950595008745,-0.0364997723010659,0.0490302284862824,0.166868972569341,-0.0765950595008745,-0.0364997723010659,0.0490302284862824,4,4,4,"Porites"
"Porites nigrescens","Porites nigrescens","Porites","branching_closed","pacific",3,1,2,1,4,3,4,1.6,1,NA,NA,17.8,17.8,92.8,"Porites...Branching","branching_closed",2.025,2.87919845729804,0.470003629245736,4.53044663979215,-1.46380343209711,1.06523822143629,0.734193928123718,0.942535201253597,-0.140907596659765,-0.0751921396890431,-0.0353957671606723,0.0331815219775469,0.140907596659765,-0.0751921396890431,-0.0353957671606723,0.0331815219775469,4,4,4,"Porites"
"Porites ornata","Porites ornata","Porites","branching_closed","pacific",4,1,3,1,4,3,4,1.5,1,NA,NA,NA,33.8,130.8,"Porites...Branching","branching_closed",2.025,3.52046080248897,0.405465108108164,4.8736694390231,-1.93214557345181,1.04945501943323,0.467502101238479,0.898631057048483,-0.169171172131576,-0.0755363110836409,-0.036176833498867,0.0488437401891641,0.169171172131576,-0.0755363110836409,-0.036176833498867,0.0488437401891641,4,4,4,"Porites"
